"wrist_ib_id","datetime","wrist_st","unit"
"130000007EC0D641",2023-11-29 11:08:31.000,32.126,C
"130000007EC0D641",2023-11-29 11:09:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:09:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:10:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:10:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:11:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:11:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:12:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:12:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:13:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:13:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:14:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:14:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:15:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:15:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:16:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:16:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:17:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:17:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:18:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:18:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:19:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:19:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:20:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:20:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:21:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:21:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:22:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:22:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:23:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:23:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:24:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:24:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:25:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:25:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:26:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:26:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:27:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:27:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:28:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:28:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:29:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:29:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:30:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:30:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:31:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:31:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:32:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:32:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:33:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:33:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:34:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:34:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:35:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:35:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:36:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:36:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:37:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:37:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:38:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:38:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:39:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:39:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:40:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:40:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:41:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:41:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:42:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:42:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:43:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:43:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:44:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:44:31.000,32.625,C
"130000007EC0D641",2023-11-29 11:45:01.000,32.625,C
"130000007EC0D641",2023-11-29 11:45:31.000,32.126,C
"130000007EC0D641",2023-11-29 11:46:01.000,32.126,C
"130000007EC0D641",2023-11-29 11:46:31.000,32.126,C
"130000007EC0D641",2023-11-29 11:47:01.000,32.126,C
"130000007EC0D641",2023-11-29 11:47:31.000,32.126,C
"130000007EC0D641",2023-11-29 11:48:01.000,32.126,C
"130000007EC0D641",2023-11-29 11:48:31.000,32.126,C
"130000007EC0D641",2023-11-29 11:49:01.000,32.126,C
"130000007EC0D641",2023-11-29 11:49:31.000,32.126,C
"130000007EC0D641",2023-11-29 11:50:01.000,32.126,C
"130000007EC0D641",2023-11-29 11:50:31.000,32.126,C
"130000007EC0D641",2023-11-29 11:51:01.000,32.126,C
"130000007EC0D641",2023-11-29 11:51:31.000,32.126,C
"130000007EC0D641",2023-11-29 11:52:01.000,32.126,C
"130000007EC0D641",2023-11-29 11:52:31.000,32.126,C
"130000007EC0D641",2023-11-29 11:53:01.000,32.126,C
"130000007EC0D641",2023-11-29 11:53:31.000,32.126,C
"130000007EC0D641",2023-11-29 11:54:01.000,32.126,C
"130000007EC0D641",2023-11-29 11:54:31.000,32.126,C
"130000007EC0D641",2023-11-29 11:55:01.000,32.126,C
"130000007EC0D641",2023-11-29 11:55:31.000,32.126,C
"130000007EC0D641",2023-11-29 11:56:01.000,32.126,C
"130000007EC0D641",2023-11-29 11:56:31.000,32.126,C
"130000007EC0D641",2023-11-29 11:57:01.000,32.126,C
"130000007EC0D641",2023-11-29 11:57:31.000,32.126,C
"130000007EC0D641",2023-11-29 11:58:01.000,32.126,C
"130000007EC0D641",2023-11-29 11:58:31.000,32.126,C
"130000007EC0D641",2023-11-29 11:59:01.000,32.126,C
"130000007EC0D641",2023-11-29 11:59:31.000,32.126,C
"130000007EC0D641",2023-11-29 12:00:01.000,32.126,C
"130000007EC0D641",2023-11-29 12:00:31.000,32.126,C
"130000007EC0D641",2023-11-29 12:01:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:01:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:02:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:02:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:03:01.000,32.126,C
"130000007EC0D641",2023-11-29 12:03:31.000,32.126,C
"130000007EC0D641",2023-11-29 12:04:01.000,32.126,C
"130000007EC0D641",2023-11-29 12:04:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:05:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:05:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:06:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:06:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:07:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:07:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:08:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:08:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:09:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:09:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:10:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:10:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:11:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:11:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:12:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:12:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:13:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:13:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:14:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:14:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:15:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:15:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:16:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:16:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:17:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:17:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:18:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:18:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:19:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:19:31.000,31.127,C
"130000007EC0D641",2023-11-29 12:20:01.000,31.127,C
"130000007EC0D641",2023-11-29 12:20:31.000,31.127,C
"130000007EC0D641",2023-11-29 12:21:01.000,31.127,C
"130000007EC0D641",2023-11-29 12:21:31.000,31.127,C
"130000007EC0D641",2023-11-29 12:22:01.000,31.127,C
"130000007EC0D641",2023-11-29 12:22:31.000,31.127,C
"130000007EC0D641",2023-11-29 12:23:01.000,31.127,C
"130000007EC0D641",2023-11-29 12:23:31.000,31.127,C
"130000007EC0D641",2023-11-29 12:24:01.000,31.127,C
"130000007EC0D641",2023-11-29 12:24:31.000,31.127,C
"130000007EC0D641",2023-11-29 12:25:01.000,31.127,C
"130000007EC0D641",2023-11-29 12:25:31.000,31.127,C
"130000007EC0D641",2023-11-29 12:26:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:26:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:27:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:27:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:28:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:28:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:29:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:29:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:30:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:30:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:31:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:31:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:32:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:32:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:33:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:33:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:34:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:34:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:35:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:35:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:36:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:36:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:37:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:37:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:38:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:38:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:39:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:39:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:40:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:40:31.000,31.127,C
"130000007EC0D641",2023-11-29 12:41:01.000,31.127,C
"130000007EC0D641",2023-11-29 12:41:31.000,31.127,C
"130000007EC0D641",2023-11-29 12:42:01.000,31.127,C
"130000007EC0D641",2023-11-29 12:42:31.000,31.127,C
"130000007EC0D641",2023-11-29 12:43:01.000,31.127,C
"130000007EC0D641",2023-11-29 12:43:31.000,31.127,C
"130000007EC0D641",2023-11-29 12:44:01.000,31.127,C
"130000007EC0D641",2023-11-29 12:44:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:45:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:45:31.000,31.626,C
"130000007EC0D641",2023-11-29 12:46:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:46:31.000,31.127,C
"130000007EC0D641",2023-11-29 12:47:01.000,31.127,C
"130000007EC0D641",2023-11-29 12:47:31.000,31.127,C
"130000007EC0D641",2023-11-29 12:48:01.000,31.127,C
"130000007EC0D641",2023-11-29 12:48:31.000,31.127,C
"130000007EC0D641",2023-11-29 12:49:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:49:31.000,31.127,C
"130000007EC0D641",2023-11-29 12:50:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:50:31.000,31.127,C
"130000007EC0D641",2023-11-29 12:51:01.000,31.626,C
"130000007EC0D641",2023-11-29 12:51:31.000,31.127,C
"130000007EC0D641",2023-11-29 12:52:01.000,31.127,C
"130000007EC0D641",2023-11-29 12:52:31.000,31.127,C
"130000007EC0D641",2023-11-29 12:53:01.000,31.127,C
"130000007EC0D641",2023-11-29 12:53:31.000,31.127,C
"130000007EC0D641",2023-11-29 12:54:01.000,31.127,C
"130000007EC0D641",2023-11-29 12:54:31.000,31.127,C
"130000007EC0D641",2023-11-29 12:55:01.000,31.127,C
"130000007EC0D641",2023-11-29 12:55:31.000,31.127,C
"130000007EC0D641",2023-11-29 12:56:01.000,31.127,C
"130000007EC0D641",2023-11-29 12:56:31.000,31.127,C
"130000007EC0D641",2023-11-29 12:57:01.000,31.127,C
"130000007EC0D641",2023-11-29 12:57:31.000,31.127,C
"130000007EC0D641",2023-11-29 12:58:01.000,31.127,C
"130000007EC0D641",2023-11-29 12:58:31.000,31.127,C
"130000007EC0D641",2023-11-29 12:59:01.000,31.127,C
"130000007EC0D641",2023-11-29 12:59:31.000,31.127,C
"130000007EC0D641",2023-11-29 13:00:01.000,31.127,C
"130000007EC0D641",2023-11-29 13:00:31.000,31.127,C
"130000007EC0D641",2023-11-29 13:01:01.000,31.127,C
"130000007EC0D641",2023-11-29 13:01:31.000,31.127,C
"130000007EC0D641",2023-11-29 13:02:01.000,31.127,C
"130000007EC0D641",2023-11-29 13:02:31.000,31.127,C
"130000007EC0D641",2023-11-29 13:03:01.000,31.127,C
"130000007EC0D641",2023-11-29 13:03:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:04:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:04:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:05:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:05:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:06:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:06:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:07:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:07:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:08:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:08:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:09:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:09:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:10:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:10:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:11:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:11:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:12:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:12:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:13:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:13:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:14:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:14:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:15:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:15:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:16:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:16:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:17:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:17:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:18:01.000,30.127,C
"130000007EC0D641",2023-11-29 13:18:31.000,30.127,C
"130000007EC0D641",2023-11-29 13:19:01.000,30.127,C
"130000007EC0D641",2023-11-29 13:19:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:20:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:20:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:21:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:21:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:22:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:22:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:23:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:23:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:24:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:24:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:25:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:25:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:26:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:26:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:27:01.000,30.127,C
"130000007EC0D641",2023-11-29 13:27:31.000,30.127,C
"130000007EC0D641",2023-11-29 13:28:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:28:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:29:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:29:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:30:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:30:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:31:01.000,30.127,C
"130000007EC0D641",2023-11-29 13:31:31.000,30.127,C
"130000007EC0D641",2023-11-29 13:32:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:32:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:33:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:33:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:34:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:34:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:35:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:35:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:36:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:36:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:37:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:37:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:38:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:38:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:39:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:39:31.000,30.127,C
"130000007EC0D641",2023-11-29 13:40:01.000,30.127,C
"130000007EC0D641",2023-11-29 13:40:31.000,30.127,C
"130000007EC0D641",2023-11-29 13:41:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:41:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:42:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:42:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:43:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:43:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:44:01.000,31.127,C
"130000007EC0D641",2023-11-29 13:44:31.000,31.127,C
"130000007EC0D641",2023-11-29 13:45:01.000,31.127,C
"130000007EC0D641",2023-11-29 13:45:31.000,31.127,C
"130000007EC0D641",2023-11-29 13:46:01.000,31.127,C
"130000007EC0D641",2023-11-29 13:46:31.000,31.127,C
"130000007EC0D641",2023-11-29 13:47:01.000,31.127,C
"130000007EC0D641",2023-11-29 13:47:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:48:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:48:31.000,31.127,C
"130000007EC0D641",2023-11-29 13:49:01.000,31.127,C
"130000007EC0D641",2023-11-29 13:49:31.000,31.127,C
"130000007EC0D641",2023-11-29 13:50:01.000,31.127,C
"130000007EC0D641",2023-11-29 13:50:31.000,31.127,C
"130000007EC0D641",2023-11-29 13:51:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:51:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:52:01.000,30.627,C
"130000007EC0D641",2023-11-29 13:52:31.000,30.627,C
"130000007EC0D641",2023-11-29 13:53:01.000,31.127,C
"130000007EC0D641",2023-11-29 13:53:31.000,31.127,C
"130000007EC0D641",2023-11-29 13:54:01.000,31.127,C
"130000007EC0D641",2023-11-29 13:54:31.000,31.127,C
"130000007EC0D641",2023-11-29 13:55:01.000,31.127,C
"130000007EC0D641",2023-11-29 13:55:31.000,31.127,C
"130000007EC0D641",2023-11-29 13:56:01.000,31.127,C
"130000007EC0D641",2023-11-29 13:56:31.000,31.127,C
"130000007EC0D641",2023-11-29 13:57:01.000,31.127,C
"130000007EC0D641",2023-11-29 13:57:31.000,31.127,C
"130000007EC0D641",2023-11-29 13:58:01.000,31.127,C
"130000007EC0D641",2023-11-29 13:58:31.000,31.626,C
"130000007EC0D641",2023-11-29 13:59:01.000,31.626,C
"130000007EC0D641",2023-11-29 13:59:31.000,31.626,C
"130000007EC0D641",2023-11-29 14:00:01.000,31.626,C
"130000007EC0D641",2023-11-29 14:00:31.000,31.626,C
"130000007EC0D641",2023-11-29 14:01:01.000,31.626,C
"130000007EC0D641",2023-11-29 14:01:31.000,31.626,C
"130000007EC0D641",2023-11-29 14:02:01.000,31.626,C
"130000007EC0D641",2023-11-29 14:02:31.000,31.626,C
"130000007EC0D641",2023-11-29 14:03:01.000,32.126,C
"130000007EC0D641",2023-11-29 14:03:31.000,32.126,C
"130000007EC0D641",2023-11-29 14:04:01.000,32.126,C
"130000007EC0D641",2023-11-29 14:04:31.000,32.126,C
"130000007EC0D641",2023-11-29 14:05:01.000,32.126,C
"130000007EC0D641",2023-11-29 14:05:31.000,32.126,C
"130000007EC0D641",2023-11-29 14:06:01.000,32.126,C
"130000007EC0D641",2023-11-29 14:06:31.000,32.126,C
"130000007EC0D641",2023-11-29 14:07:01.000,32.126,C
"130000007EC0D641",2023-11-29 14:07:31.000,32.126,C
"130000007EC0D641",2023-11-29 14:08:01.000,32.126,C
"130000007EC0D641",2023-11-29 14:08:31.000,32.126,C
"130000007EC0D641",2023-11-29 14:09:01.000,32.126,C
"130000007EC0D641",2023-11-29 14:09:31.000,32.126,C
"130000007EC0D641",2023-11-29 14:10:01.000,32.126,C
"130000007EC0D641",2023-11-29 14:10:31.000,32.126,C
"130000007EC0D641",2023-11-29 14:11:01.000,32.126,C
"130000007EC0D641",2023-11-29 14:11:31.000,32.126,C
"130000007EC0D641",2023-11-29 14:12:01.000,32.126,C
"130000007EC0D641",2023-11-29 14:12:31.000,32.126,C
"130000007EC0D641",2023-11-29 14:13:01.000,32.126,C
"130000007EC0D641",2023-11-29 14:13:31.000,32.126,C
"130000007EC0D641",2023-11-29 14:14:01.000,32.126,C
"130000007EC0D641",2023-11-29 14:14:31.000,32.126,C
